Sample	Gender	Pop
HG03971	male	SAS
NA19122	female	AFR
HG03976	male	SAS
NA19127	female	AFR
HG04037	female	SAS
NA19139	male	AFR
HG04056	male	SAS
NA19141	male	AFR
NA10864	female	EUR
NA19090	female	EAS
NA11829	male	EUR
NA19095	female	AFR
NA11831	male	EUR
NA19103	male	AFR
NA11843	male	EUR
NA19108	female	AFR
NA11881	male	EUR
NA19007	male	EAS
NA11893	male	EUR
NA19019	female	AFR
NA11918	female	EUR
NA19026	male	AFR
NA07056	female	EUR
NA18977	male	EAS
NA07347	male	EUR
NA18984	male	EAS
NA10838	male	EUR
NA18989	male	EAS
NA06995	male	EUR
NA19076	male	EAS
NA07037	female	EUR
NA19083	male	EAS
NA07051	male	EUR
NA19088	male	EAS
NA10840	female	EUR
NA19057	female	EAS
NA10845	male	EUR
NA19064	female	EAS
NA10852	female	EUR
NA18965	male	EAS
NA10857	male	EUR
NA18972	female	EAS
HG04157	male	SAS
NA18991	female	EAS
HG04164	male	SAS
NA19002	female	EAS
HG04171	female	SAS
NA19038	female	AFR
HG04176	male	SAS
NA19177	male	AFR
HG04222	male	SAS
NA19184	male	AFR
HG04227	female	SAS
NA19189	male	AFR
HG04239	male	SAS
NA19191	male	AFR
HG04183	female	SAS
NA19196	female	AFR
HG04188	male	SAS
NA19204	female	AFR
HG04195	female	SAS
NA19146	male	AFR
HG04208	female	SAS
NA19153	male	AFR
HG04210	male	SAS
NA19160	male	AFR
HG04215	male	SAS
NA19172	female	AFR
HG04140	male	SAS
NA19209	female	AFR
HG04152	male	SAS
NA19211	male	AFR
NA12865	female	EUR
NA19223	male	AFR
NA12872	male	EUR
NA19235	female	AFR
NA12877	male	EUR
NA19247	female	AFR
NA12889	male	EUR
NA19254	female	AFR
NA12891	male	EUR
NA19312	male	AFR
NA18488	female	AFR
NA19379	female	AFR
NA11920	female	EUR
NA19381	female	AFR
NA11932	male	EUR
NA19393	male	AFR
NA11994	male	EUR
NA19398	female	AFR
NA12005	male	EUR
NA19401	female	AFR
NA12043	male	EUR
NA19432	female	AFR
NA12144	male	EUR
NA19437	female	AFR
NA12156	female	EUR
NA19444	male	AFR
NA18522	male	AFR
NA19449	female	AFR
NA18527	female	EAS
NA19451	male	AFR
NA18534	male	EAS
NA19456	female	AFR
NA18539	female	EAS
NA19463	female	AFR
NA18541	female	EAS
NA19468	female	AFR
NA12752	male	EUR
NA19350	male	AFR
NA12776	female	EUR
NA19355	female	AFR
NA12815	female	EUR
NA19374	male	AFR
NA12827	male	EUR
NA19317	male	AFR
NA18503	male	AFR
NA19324	female	AFR
NA18508	female	AFR
NA19331	male	AFR
NA18510	male	AFR
NA19761	female	AMR
NA18515	male	AFR
NA19766	female	AMR
NA18546	male	EAS
NA19773	female	AMR
NA18553	female	EAS
NA19778	male	AMR
NA18558	male	EAS
NA19780	male	AMR
NA18560	female	EAS
NA19785	female	AMR
NA18565	female	EAS
NA19658	male	AMR
NA12264	male	EUR
NA19660	female	AMR
NA12283	female	EUR
NA19665	female	AMR
NA12341	female	EUR
NA19672	female	AMR
NA18572	male	EAS
NA19677	female	AMR
NA18577	female	EAS
NA19735	male	AMR
NA18591	female	EAS
NA19742	male	AMR
NA18596	female	EAS
NA19747	male	AMR
NA12485	male	EUR
NA19754	female	AMR
NA12707	male	EUR
NA19759	male	AMR
NA12740	female	EUR
NA19716	female	AMR
NA18914	male	AFR
NA19723	male	AMR
NA18933	female	AFR
NA19728	female	AMR
NA18940	male	EAS
NA19730	female	AMR
NA18945	male	EAS
NA19792	male	AMR
NA18856	male	AFR
NA19797	female	AMR
NA18863	male	AFR
NA19836	female	AFR
NA18868	male	AFR
NA19901	female	AFR
NA18870	female	AFR
NA19913	female	AFR
NA18609	male	EAS
NA19918	male	AFR
NA18611	male	EAS
NA19920	male	AFR
NA18616	female	EAS
NA19982	male	AFR
NA18623	male	EAS
NA19684	female	AMR
NA18628	female	EAS
NA19704	female	AFR
NA18630	female	EAS
NA19711	male	AFR
NA18635	male	EAS
NA19470	female	AFR
NA18642	female	EAS
NA19475	female	AFR
NA18875	female	AFR
NA19653	female	AMR
NA18907	female	AFR
NA20129	female	AFR
NA18976	female	EAS
NA20282	female	AFR
NA18983	male	EAS
NA20287	female	AFR
NA18988	male	EAS
NA20364	female	AFR
NA18964	female	EAS
NA20504	female	EUR
NA18969	female	EAS
NA20509	male	EUR
NA18971	male	EAS
NA20511	male	EUR
NA18647	male	EAS
NA20516	male	EUR
NA18748	male	EAS
NA20775	female	EUR
NA18952	male	EAS
NA20787	male	EUR
NA18957	female	EAS
NA20799	female	EUR
NA19114	female	AFR
NA20802	female	EUR
NA19119	male	AFR
NA20807	female	EUR
NA19121	male	AFR
NA20814	male	EUR
NA19138	male	AFR
NA20528	male	EUR
NA19094	female	AFR
NA20530	female	EUR
NA19099	female	AFR
NA20535	female	EUR
NA19102	female	AFR
NA20542	female	EUR
NA19107	male	AFR
NA20585	female	EUR
NA19140	female	AFR
NA20294	female	AFR
NA19145	male	AFR
NA20299	female	AFR
NA19152	female	AFR
NA20302	male	AFR
NA19171	male	AFR
NA20314	female	AFR
NA19176	female	AFR
NA20819	female	EUR
NA19190	female	AFR
NA20821	female	EUR
NA19195	male	AFR
NA20826	female	EUR
NA19203	male	AFR
NA20845	male	SAS
NA19056	male	EAS
NA20756	female	EUR
NA19063	male	EAS
NA20763	male	EUR
NA19068	male	EAS
NA20768	female	EUR
NA19070	male	EAS
NA20770	male	EUR
NA19037	female	AFR
NA20319	female	AFR
NA19044	male	AFR
NA20321	female	AFR
NA19006	male	EAS
NA20333	female	AFR
NA19020	male	AFR
NA20340	male	AFR
NA19025	male	AFR
NA20345	male	AFR
NA18990	male	EAS
NA20357	female	AFR
NA18995	male	EAS
NA20852	male	SAS
NA19001	female	EAS
NA20864	male	SAS
NA19075	male	EAS
NA20869	female	SAS
NA19082	male	EAS
NA20871	male	SAS
NA19087	female	EAS
NA20876	female	SAS
NA19208	male	AFR
NA20883	male	SAS
NA19210	male	AFR
NA20888	female	SAS
NA19215	female	AFR
NA20890	male	SAS
NA19222	female	AFR
NA20895	male	SAS
NA19239	male	AFR
NA20903	male	SAS
NA19657	female	AMR
NA20908	female	SAS
NA19664	male	AMR
NA20910	female	SAS
NA19669	female	AMR
SC_GMJOL5309930	female	AFR
NA19671	female	AMR
SC_GMJOL5309891	male	AFR
NA19676	male	AMR
SC_GMFUL5306370	male	AFR
NA19429	male	AFR
SC_GMFUL5306426	female	AFR
NA19431	female	AFR
NA21134	male	SAS
NA19436	female	AFR
NA21141	female	SAS
NA19443	male	AFR
NA21088	female	SAS
NA19378	female	AFR
NA21090	male	SAS
NA19380	male	AFR
NA21095	male	SAS
NA19385	male	AFR
NA21103	female	SAS
NA19397	male	AFR
NA21108	female	SAS
NA19258	male	AFR
NA21110	female	SAS
NA19309	male	AFR
NA21115	male	SAS
NA19311	male	AFR
NA21122	female	SAS
NA19347	male	AFR
NA21127	male	SAS
NA19359	male	AFR
SC_GMFUL5306421	male	AFR
NA19373	male	AFR
SC_GMFUL5309730	male	AFR
NA19474	female	AFR
SC_GMFUL5306382	female	AFR
NA19652	male	AMR
SC_GMFUL5306351	male	AFR
NA19448	male	AFR
SC_GMFUL5306375	male	AFR
NA19455	male	AFR
SC_GMFUL5306399	male	AFR
NA19462	female	AFR
SC_GMFUL5306407	female	AFR
NA19467	female	AFR
SC_GMFUL5306344	male	AFR
NA19316	female	AFR
SC_GMFUL5309747	male	AFR
NA19323	female	AFR
SC_GMFUL5309716	female	AFR
NA19328	female	AFR
SC_GMFUL5306363	male	AFR
NA19789	male	AMR
SC_GMJOL5309973	male	AFR
NA19796	male	AMR
SC_GMJOL5309942	male	AFR
NA19828	male	AFR
SC_GMJOL5309966	female	AFR
NA19835	female	AFR
SC_GMFUL5306349	male	AFR
NA19900	male	AFR
SC_GMFUL5309735	male	AFR
NA19734	female	AMR
SC_GMJOL5309980	female	AFR
NA19741	male	AMR
SC_GMFUL5306419	male	AFR
NA19746	female	AMR
SC_GMFUL5306356	female	AFR
NA19753	male	AMR
SC_GMFUL5309773	female	AFR
NA19758	female	AMR
SC_GMJOL5309896	female	AFR
NA20128	female	AFR
SC_GMJOL5309904	male	AFR
NA20274	female	AFR
SC_GMJOL5309928	male	AFR
NA20279	male	AFR
SC_GMJOL5309911	female	AFR
NA20281	male	AFR
SC_GMJOL5309935	female	AFR
NA20318	male	AFR
SC_GMJOL5309959	female	AFR
NA20320	female	AFR
SC_GMFUL5309709	male	AFR
NA20332	female	AFR
SC_GMFUL5306387	male	AFR
NA20337	female	AFR
SC_GMFUL5309711	male	AFR
NA19760	female	AMR
SC_GMWOF5428713	female	AFR
NA19772	male	AMR
SC_GMWOF5428737	female	AFR
NA19777	male	AMR
SC_GMWOF5428794	female	AFR
NA19784	male	AMR
SC_GMWOF5428802	male	AFR
NA19683	female	AMR
SC_GMWOF5428826	male	AFR
NA19703	male	AFR
SC_GMWOF5428763	female	AFR
NA19708	female	AFR
SC_GMWOF5428732	male	AFR
NA20298	male	AFR
SC_GMWOF5428744	female	AFR
NA20301	female	AFR
SC_GMJOL5309961	female	AFR
NA20313	female	AFR
SC_GMJOL5309985	female	AFR
NA19905	female	AFR
SC_GMJOL5309827	male	AFR
NA19917	female	AFR
SC_GMWOF5428814	female	AFR
NA19924	female	AFR
SC_GMWOF5428838	female	AFR
NA19722	female	AMR
SC_GMWOF5428787	male	AFR
NA19727	male	AMR
SC_GMWOF5428819	female	AFR
NA20363	female	AFR
SC_GMJOL5309884	female	AFR
NA20414	female	AFR
SC_GMWOF5428770	female	AFR
NA20503	female	EUR
SC_GMWOF5428871	female	AFR
NA20508	female	EUR
SC_GMWOF5428833	male	AFR
NA20510	male	EUR
SC_GMWOF5428821	female	AFR
NA20515	male	EUR
SC_GMWOF5428869	female	AFR
NA20774	female	EUR
SC_GMJOL5309860	female	AFR
NA20786	female	EUR
SC_GMWOF5428857	male	AFR
NA20798	male	EUR
SC_GMMAN5482170	female	AFR
NA20801	male	EUR
SC_GMMAN5482194	female	AFR
NA20806	male	EUR
SC_GMMAN5482202	male	AFR
NA20813	female	EUR
SC_GMMAN5482233	male	AFR
NA20522	female	EUR
SC_GMMAN5482290	female	AFR
NA20527	male	EUR
SC_GMMAN5482322	male	AFR
NA20534	male	EUR
SC_GMMAN5482283	female	AFR
NA20539	male	EUR
SC_GMMAN5482221	female	AFR
NA20541	female	EUR
SC_GMMAN5482199	female	AFR
NA20344	female	AFR
SC_GMMAN5482207	male	AFR
NA20349	male	AFR
SC_GMMAN5482168	female	AFR
NA20351	male	AFR
SC_GMMAN5482315	female	AFR
NA20356	male	AFR
SC_GMMAN5482276	male	AFR
NA20868	female	SAS
SC_GMMAN5482308	female	AFR
NA20870	male	SAS
SC_GMMAN5482163	male	AFR
NA20875	female	SAS
SC_GMMAN5482187	male	AFR
NA20882	female	SAS
SC_GMMAN5482219	female	AFR
NA20589	female	EUR
SC_GMMAN5482240	male	AFR
NA20755	male	EUR
SC_GMMAN5482252	male	AFR
NA20762	male	EUR
HGDP00017	male	
NA20767	male	EUR
HGDP00029	male	
NA20818	female	EUR
HGDP00031	male	
NA20832	female	EUR
HGDP00005	male	
NA20849	female	SAS
HGDP00149	male	
NA20851	female	SAS
HGDP00151	female	
NA20856	female	SAS
HGDP00163	male	
NA20863	male	SAS
HGDP00288	male	
NA20887	male	SAS
HGDP00290	male	
NA20894	female	SAS
HGDP00315	male	
NA21133	male	SAS
HGDP00106	male	
SC_GMFUL5306338	female	AFR
HGDP00118	male	
NA21114	male	SAS
HGDP00120	male	
NA21119	male	SAS
HGDP00175	male	
NA21121	female	SAS
HGDP00187	male	
NA21126	male	SAS
HGDP00199	male	
NA20899	female	SAS
HGDP00074	male	
NA20902	female	SAS
HGDP00086	male	
NA20907	female	SAS
HGDP00098	male	
SC_GMFUL5306352	male	AFR
HGDP00043	male	
SC_GMFUL5309755	male	AFR
HGDP00062	male	
SC_GMFUL5309700	female	AFR
HGDP00214	male	
SC_GMFUL5306371	male	AFR
HGDP00226	male	
NA21087	male	SAS
HGDP00137	male	
NA21094	male	SAS
HGDP00144	male	
NA21099	male	SAS
HGDP00264	male	
NA21102	female	SAS
HGDP00543	male	
NA21107	male	SAS
HGDP00550	female	
SC_GMFUL5306383	female	AFR
HGDP00555	male	
SC_GMFUL5306415	male	AFR
HGDP00473	male	
SC_GMFUL5306390	female	AFR
HGDP00478	male	
SC_GMFUL5306410	male	AFR
HGDP00512	male	
SC_GMFUL5306403	female	AFR
HGDP00517	female	
SC_GMFUL5306427	female	AFR
HGDP00574	female	
SC_GMFUL5306345	female	AFR
HGDP00579	female	
SC_GMFUL5306340	female	AFR
HGDP00581	female	
SC_GMFUL5309781	male	AFR
HGDP00586	female	
SC_GMJOL5309859	female	AFR
HGDP00524	female	
SC_GMJOL5309796	female	AFR
HGDP00529	female	
SC_GMJOL5309804	male	AFR
HGDP00531	female	
SC_GMJOL5309828	male	AFR
HGDP00536	female	
SC_GMFUL5309748	female	AFR
HGDP00423	male	
SC_GMFUL5309717	female	AFR
HGDP00454	male	
SC_GMFUL5306408	female	AFR
HGDP00341	male	
SC_GMFUL5306395	male	AFR
HGDP00346	male	
SC_GMFUL5306357	female	AFR
HGDP00372	male	
SC_GMJOL5309979	female	AFR
HGDP00598	male	
SC_GMJOL5309948	male	AFR
HGDP00601	female	
SC_GMJOL5309974	male	AFR
HGDP00606	female	
SC_GMJOL5309943	female	AFR
HGDP00562	male	
SC_GMJOL5309967	male	AFR
HGDP00567	female	
SC_GMJOL5309912	female	AFR
HGDP00459	male	
SC_GMJOL5309936	female	AFR
HGDP00466	male	
SC_GMJOL5309897	male	AFR
HGDP00663	female	
SC_GMJOL5309917	female	AFR
HGDP00668	male	
SC_GMJOL5309981	female	AFR
HGDP00670	male	
SC_GMJOL5309950	male	AFR
HGDP00675	male	
SC_GMJOL5309905	male	AFR
HGDP00719	female	
SC_GMJOL5309929	female	AFR
HGDP00721	female	
SC_GMJOL5309835	female	AFR
HGDP00726	male	
SC_GMFUL5306369	male	AFR
HGDP00733	male	
SC_GMFUL5306388	male	AFR
HGDP00738	female	
SC_GMWOF5428877	male	AFR
HGDP00740	female	
SC_GMWOF5428790	female	AFR
HGDP00745	female	
SC_GMWOF5428822	female	AFR
HGDP00752	male	
SC_GMWOF5428846	female	AFR
HGDP00694	female	
SC_GMWOF5428815	male	AFR
HGDP00699	female	
SC_GMWOF5428841	male	AFR
HGDP00714	male	
SC_GMWOF5428865	female	AFR
HGDP00613	female	
SC_GMMAN5482162	male	AFR
HGDP00618	male	
SC_GMMAN5482186	female	AFR
HGDP00620	male	
SC_GMWOF5428721	male	AFR
HGDP00625	male	
SC_GMWOF5428745	male	AFR
HGDP00644	male	
SC_GMWOF5428810	female	AFR
HGDP00649	female	
SC_GMWOF5428834	male	AFR
HGDP00651	female	
SC_GMWOF5428858	male	AFR
HGDP00682	female	
SC_GMWOF5428795	female	AFR
HGDP00687	female	
SC_GMWOF5428803	male	AFR
HGDP00632	female	
SC_GMWOF5428827	male	AFR
HGDP00637	female	
SC_GMWOF5428839	male	AFR
HGDP00757	male	
SC_GMWOF5428808	male	AFR
HGDP00764	male	
SC_GMWOF5428771	male	AFR
HGDP00788	male	
SC_GMWOF5428740	female	AFR
HGDP00790	male	
SC_GMWOF5428707	female	AFR
HGDP00795	male	
SC_GMWOF5428788	male	AFR
HGDP00803	male	
SC_GMMAN5482251	male	AFR
HGDP00808	male	
SC_GMMAN5482201	female	AFR
HGDP00884	female	
SC_GMMAN5482225	female	AFR
HGDP00889	female	
SC_GMMAN5482282	male	AFR
HGDP00891	male	
SC_GMMAN5482314	female	AFR
HGDP00896	male	
SC_GMMAN5482299	male	AFR
HGDP00916	female	
SC_GMMAN5482307	male	AFR
HGDP00930	male	
SC_GMMAN5482268	female	AFR
HGDP00935	female	
SC_GMMAN5482232	male	AFR
HGDP00810	male	
SC_GMMAN5482256	male	AFR
HGDP00815	male	
SC_GMMAN5482193	female	AFR
HGDP00822	male	
SC_GMMAN5482220	female	AFR
HGDP00769	male	
SC_GMMAN5482244	female	AFR
HGDP00771	female	
SC_GMMAN5482181	male	AFR
HGDP00776	female	
SC_GMMAN5482213	female	AFR
HGDP00904	male	
SC_GMMAN5482340	female	AFR
HGDP00909	female	
HGDP00009	male	
HGDP00911	male	
HGDP00011	male	
HGDP00865	female	
HGDP00023	male	
HGDP00872	female	
HGDP00035	male	
HGDP00877	male	
HGDP00047	male	
HGDP00942	male	
HGDP00054	male	
HGDP00947	male	
HGDP00066	male	
HGDP00858	female	
HGDP00078	male	
HGDP00860	female	
HGDP00080	male	
HGDP01173	male	
HGDP00092	male	
HGDP01180	male	
HGDP00326	male	
HGDP01185	male	
HGDP00333	male	
HGDP01192	male	
HGDP00364	male	
HGDP01027	female	
HGDP00371	female	
HGDP01041	female	
HGDP00376	male	
HGDP01053	female	
HGDP00388	male	
HGDP01058	female	
HGDP00206	female	
HGDP01197	female	
HGDP00213	male	
HGDP01200	male	
HGDP00218	male	
HGDP01205	male	
HGDP00237	female	
HGDP00954	male	
HGDP00148	male	
HGDP00959	female	
HGDP00150	male	
HGDP00961	male	
HGDP00155	female	
HGDP00966	female	
HGDP00167	male	
HGDP01104	male	
HGDP00129	male	
HGDP01161	male	
HGDP00131	male	
HGDP01166	male	
HGDP00136	male	
HGDP00973	male	
HGDP00143	male	
HGDP00985	male	
HGDP00302	male	
HGDP01060	male	
HGDP00307	male	
HGDP01065	female	
HGDP00319	male	
HGDP01072	female	
HGDP00321	male	
HGDP01077	male	
HGDP00179	male	
HGDP01096	male	
HGDP00181	male	
HGDP00992	male	
HGDP00201	male	
HGDP01010	female	
HGDP00100	male	
HGDP01212	female	
HGDP00105	male	
HGDP01217	male	
HGDP00244	female	
HGDP01224	male	
HGDP00251	male	
HGDP01229	male	
HGDP00453	male	
HGDP01248	male	
HGDP00542	male	
HGDP01255	male	
HGDP00547	male	
HGDP01262	male	
HGDP00472	male	
HGDP01231	female	
HGDP00491	male	
HGDP01236	male	
HGDP00511	male	
HGDP01243	male	
HGDP00516	female	
HGDP01363	female	
HGDP00573	female	
HGDP01368	female	
HGDP00578	female	
HGDP01370	male	
HGDP00580	male	
HGDP01375	male	
HGDP00629	male	
HGDP01301	male	
HGDP00631	male	
HGDP01313	male	
HGDP00636	female	
HGDP01318	male	
HGDP00458	male	
HGDP01293	male	
HGDP00460	male	
HGDP01298	male	
HGDP00465	male	
HGDP01349	male	
HGDP00559	female	
HGDP01351	male	
HGDP00561	female	
HGDP01356	female	
HGDP00566	female	
HGDP01267	female	
HGDP00523	female	
HGDP01279	male	
HGDP00528	male	
HGDP01332	male	
HGDP00535	female	
HGDP01337	male	
HGDP00612	female	
Ul31	female	
HGDP00624	male	
HGDP01344	male	
HGDP00600	male	
Mansi79	male	
HGDP00787	female	
HGDP01274	female	
HGDP00794	female	
HGDP01306	female	
HGDP00799	female	
HGDP01419	male	
HGDP00802	female	
Armenian222	male	
HGDP00807	male	
NorthOssetia5	male	
HGDP00643	female	
iran11	male	
HGDP00648	male	
HGDP00461	male	
HGDP00655	male	
BulgarianB4	male	
HGDP00662	male	
HGDP01402	male	
HGDP00667	female	
Est375	male	
HGDP00674	male	
ND19394	male	
HGDP00693	female	
HGDP01414	female	
HGDP00698	female	
NA11200	male	
HGDP00701	female	
TGBS21	male	
HGDP00720	male	
Ul5	female	
HGDP00732	male	
HGDP01382	female	
HGDP00744	female	
HGDP01387	female	
HGDP00751	male	
HGDP01399	female	
HGDP00679	female	
NA15202	male	
HGDP00686	female	
HGDP00656	female	
HGDP00768	male	
Nlk18	male	
HGDP00782	male	
HGDP01015	male	
HGDP00756	female	
IHW9193	male	
HGDP00763	male	
HGDP01286	male	
HGDP00972	female	
R6	male	
HGDP00977	male	
Ale22	male	
HGDP00984	male	
NA17385	male	
HGDP00939	female	
HGDP00702	female	
HGDP00941	male	
zapo0098	male	
HGDP00946	male	
HGDP00428	male	
HGDP00953	male	
DNK11	male	
HGDP00958	male	
TZ-11	male	
HGDP00960	male	
I3	male	
HGDP00965	male	
HGDP00125	male	
HGDP00883	male	
HGDP00548	male	
HGDP00888	male	
HGDP00928	female	
HGDP00890	male	
HGDP01320	male	
HGDP00895	male	
BulgarianC1	male	
HGDP00864	female	
HGDP01250	male	
HGDP00869	female	
HGDP00846	female	
HGDP00871	female	
HGDP01034	male	
HGDP00876	female	
Jordan603	male	
HGDP00814	female	
HGDP00783	female	
HGDP00819	male	
HGDP00821	male	
HGDP00838	female	
HGDP00845	male	
HGDP00908	male	
HGDP00910	female	
HGDP00934	female	
HGDP01177	female	
HGDP01184	male	
HGDP01189	male	
HGDP01057	male	
HGDP01064	female	
HGDP01069	male	
HGDP01071	male	
HGDP01014	female	
HGDP01019	male	
HGDP01021	female	
HGDP01209	female	
HGDP01216	male	
HGDP01196	female	
HGDP01204	male	
HGDP01033	male	
HGDP01230	male	
HGDP01090	male	
HGDP01103	male	
HGDP01247	male	
HGDP01254	female	
HGDP01259	male	
HGDP01261	male	
HGDP01379	male	
HGDP01381	female	
HGDP01386	female	
HGDP01398	female	
HGDP01300	male	
HGDP01305	female	
HGDP01317	male	
HGDP01285	male	
HGDP01292	male	
HGDP01406	male	
HGDP01413	male	
HGDP01418	male	
HGDP01266	male	
HGDP01273	female	
HGDP01280	female	
HGDP01362	male	
HGDP01367	female	
HGDP01374	male	
HGDP01329	male	
HGDP01331	male	
HGDP01336	female	
HGDP01348	male	
Y4	male	
altai363p	male	
ND15865	male	
HGDP01211	female	
Peru60	female	
NA00726	female	
HGDP00749	male	
HGDP01297	male	
HGDP01355	female	
HGDP00852	female	
HGDP01172	female	
NA13616	male	
HGDP00338	female	
HGDP01223	female	
HGDP00530	male	
HGDP00903	female	
KD4	male	
HGDP00124	male	
NA13604	male	
IHW9118	female	
HGDP01228	male	
HGDP00650	female	
B17	male	
HGDP01242	female	
lez42	male	
mixe0002	female	
NA17377	male	
HGDP00737	female	
HGDP01191	male	
HGDP00597	male	
mixe0007	female	
Tuba19	female	
NA15763	female	
HGDP00554	female	
K1	male	
HGDP00857	female	
HGDP00775	male	
HGDP01153	male	
HGDP00713	female	
HGDP00915	female	
HGDP01312	male	
tdj409_shugnan	male	
abh107	male	
HGDP01076	male	
HGDP00991	male	
HGDP01350	male	
Esk29	male	
Ayodo_430C	male	
HGDP00725	female	
HGDP00706	female	
Ale14	female	
mixa0099	male	
HGDP01401	female	
HGDP01095	male	
Nlk1	female	
HGDP00232	female	
IraqiJew4291	male	
